objid,ra,dec,ug,gr,ri,iz,dered_g,specobjid,specClass,z
587730772815511632,1.11523827,13.83257081,0.856031,0.327198,0.313705,0.078115,17.942179,211612124923822080,2,0.074578
587730772815249581,0.57534693,13.77825445,1.265865,0.892847,0.439119,0.284037,17.613487,211330580233584640,2,0.168507
587730772815315094,0.76994072,13.86334116,1.983908,0.866005,0.381987,0.291019,18.528643,211330580179058688,2,0.094597
587730772815315104,0.79595814,13.77763588,1.809952,0.911724,0.38637,0.327194,17.514326,211612125028679680,2,0.094324
587730772815380481,0.80020675,13.90979546,1.011005,0.448742,0.308886,0.166735,17.168268,211612125091594240,2,0.057486
587730772815708277,1.62560367,13.8650417,1.807373,0.931032,0.388498,0.310525,16.929438,211612124726689792,2,0.091379
587730772815577213,1.31794653,13.74001408,0.788939,0.413195,0.292269,0.061684,17.936621,211612124890267648,2,0.161442
587730772815577232,1.36268642,13.81378712,1.300673,0.579629,0.33963,0.206088,15.958585,211612124877684736,2,0.042155
587730772815446262,0.99501754,13.72459788,1.142942,0.519157,0.282046,0.101986,16.22653,211612124886073344,2,0.041471
587730772815446274,1.0122609,13.75146147,1.661476,0.614601,0.336037,0.158241,16.925465,211612124881879040,2,0.074378
587730772815249544,0.51545172,13.74757811,1.830339,0.952002,0.397015,0.329107,17.935726,211330580380385280,2,0.095238
587730772815708285,1.64083025,13.72092905,1.579334,0.968922,0.404917,0.322956,18.368149,211612124361785344,2,0.118007
587730772815839449,1.97938212,13.81276431,1.351261,0.850002,0.488232,0.304667,18.354347,211612124198207488,2,0.104358
587730772815839462,2.01989018,13.86147143,1.2896,0.625458,0.33045,0.185722,17.56978,211612124189818880,2,0.103272
587730772815773795,1.85757269,13.76979877,0.936623,0.324818,0.087767,0.029408,18.163448,211612124399534080,1,-3.15303E-4
587730772815773816,1.72937996,13.74641057,1.849051,1.070768,0.414427,0.312376,18.184916,211612124433088512,2,0.142833
587730772815773820,1.73567439,13.81807227,1.483995,0.788521,0.426138,0.273426,17.762297,211612124391145472,2,0.111779
587730772815708242,1.57116088,13.90193681,0.534679,0.093323,0.319305,-0.068628,19.264988,211612124735078400,3,0.604559
587730772815708249,1.57944241,13.76198377,1.862049,1.093365,0.428007,0.354799,18.168766,211612124697329664,2,0.145974
587730772815708251,1.58677263,13.87377876,1.968897,0.958911,0.398645,0.308491,16.821539,211612124688941056,2,0.091784
587730772815839323,2.02714364,13.75805005,0.73792,0.168386,0.168948,0.077404,15.31545,211612124202401792,2,0.037795
587730772815839340,1.89102456,13.74148993,1.368233,0.796719,0.419001,0.278246,17.453573,211612124219179008,2,0.104322
587730772815839342,1.90754812,13.81878771,1.837948,0.926065,0.375519,0.332169,18.125565,211612124206596096,2,0.10475
587730772815839344,1.90832363,13.92966293,1.324844,0.883175,0.424895,0.289958,16.904987,211612124185624576,2,0.142223
587730772815839384,1.96241188,13.78930973,1.114162,0.491961,0.341717,0.118895,17.68882,211612124210790400,2,0.086452
587730772815905013,2.12395517,13.77787249,0.769796,0.530666,0.371206,0.1507,18.259773,211612124030435328,2,0.121411
587730772816101481,2.54370503,13.91720038,1.943766,0.764729,0.442684,0.301954,18.389391,211612123875246080,2,0.119192
587730772815970498,2.2328573,13.78501209,1.112902,0.460621,0.183664,0.097391,18.440765,211612124051406848,1,-4.85993E-4
587730772815970508,2.28140249,13.89039062,1.64859,1.005791,0.465317,0.3402,18.482353,211612123871051776,2,0.169202
587730772815970407,2.29267637,13.81304956,1.966331,0.964909,0.447599,0.302732,16.88937,211612123850080256,2,0.135264
587730772816035999,2.46390851,13.82587211,1.880648,1.088684,0.444302,0.355806,18.552706,211612123887828992,2,0.142729
587730773352120459,0.48587273,14.21852864,1.2535,0.688295,0.355673,0.291092,18.386002,211330580388773888,2,0.111262
587730773352120483,0.54248861,14.13621379,1.865658,0.869067,0.404862,0.340734,16.31776,211330580204224512,2,0.042049
587730773352054986,0.38439096,14.18552241,1.95331,0.979965,0.445002,0.4302,17.272362,211612125079011328,2,0.092147
587730773351989347,0.31667406,14.18973064,0.262083,-0.085043,0.151989,0.360901,18.433332,211330580392968192,3,0.403824
587730773351989396,0.19618621,14.31292521,1.219593,0.593309,0.364052,0.239454,17.692223,211330580745289728,2,0.091728
587730773352186024,0.74106915,14.16393726,1.914207,0.9753,0.418423,0.365447,17.4102,211330580212613120,2,0.091626
587730773351989400,0.19955628,14.27752978,1.661583,0.816264,0.461774,0.388734,15.962635,211330580741095424,2,0.036135
587730773351989409,0.21216522,14.23619155,1.95076,0.912888,0.416643,0.321964,18.153545,211330580774649856,2,0.094227
587730773351989412,0.21298455,14.25193303,1.869078,0.938103,0.430902,0.380869,17.935272,211612125066428416,2,0.094301
587730773351989417,0.22533997,14.12862176,1.606514,1.014372,0.489698,0.392647,18.078012,211330580556546048,2,0.156865
587730773351989425,0.22717821,14.21623989,1.798523,1.054562,0.583908,0.479263,18.342207,211330580401356800,2,0.137544
587730773351989442,0.24102789,14.19041081,1.379772,0.684593,0.440948,0.330187,18.001255,211612125083205632,2,0.091528
587730773352054837,0.36388789,14.19080171,2.203957,0.986078,0.47813,0.454857,17.924456,211330580397162496,2,0.095581
587730773352316977,1.00708297,14.22924247,1.287794,0.752785,0.414165,0.270881,17.354322,211330580296499200,2,0.141138
587730773351923763,0.0547868,14.17630333,0.154932,0.107058,-0.076527,0.075945,19.053223,211330580560740352,3,0.958228
587730773351923927,0.03983255,14.24337155,0.999027,0.46604,0.283316,0.201349,18.147112,211330580862730240,2,0.09275
587730773352186042,0.76400592,14.26289142,1.735069,0.851418,0.454561,0.374549,17.487989,211330580439105536,2,0.110348
587730773351923978,0.08431531,14.18609057,2.010878,0.963102,0.458075,0.374686,17.439909,211330580564934656,2,0.091532
587730773352251539,0.84169564,14.14846764,1.478861,0.763905,0.395666,0.285427,17.523823,211330580208418816,2,0.109482
587730773352251582,0.90280963,14.24276763,1.791931,0.844797,0.411134,0.318933,16.210175,211330580241973248,2,0.074395
587730773352186030,0.74208681,14.30652233,1.786512,0.833939,0.36657,0.319822,18.49419,211330580422328320,2,0.091706
587730773352644711,1.72557253,14.19253739,0.251078,0.361063,0.100109,0.122236,19.495487,211612124395339776,3,1.29743
587730773351858407,0.01441927,14.19823123,1.674238,0.99692,0.534521,0.415718,18.27499,211330580535574528,2,0.114617
587730773352644714,1.72669949,14.24521498,0.249258,-0.06753,0.133772,0.040333,19.041464,211612124424699904,3,1.63454
587730773351923955,0.0602134,14.21161531,1.57473,0.752716,0.409082,0.328433,17.31983,211330580539768832,2,0.091497
587730773352710283,1.88537164,14.26599591,1.784605,0.897234,0.449954,0.309746,17.15909,211612124231761920,2,0.091489
587730773352644742,1.77562818,14.26135663,1.331755,0.727755,0.416296,0.353699,18.494812,211612124428894208,2,0.115277
587730773352317074,0.97792149,14.19737134,1.558979,0.739893,0.376381,0.329737,17.709642,211330580200030208,2,0.087229
587730773352644778,1.83434662,14.28853726,1.766928,0.982304,0.413145,0.354527,18.46863,211612124416311296,2,0.139947
587730773352644769,1.82754175,14.19627509,1.365219,0.824078,0.43408,0.323542,18.427599,211612124407922688,2,0.111485
587730773352382559,1.17717407,14.17285868,1.623154,1.029089,0.483654,0.375963,18.648085,211612124919627776,2,0.196206
587730773352710311,1.94721749,14.14308947,1.763515,1.025812,0.464909,0.399866,17.335064,211612124256927744,2,0.143155
587730773352710344,2.01135218,14.16603263,1.703651,0.848076,0.429576,0.32909,16.871788,211612124240150528,2,0.111875
587730773352579149,1.58170914,14.32743857,1.604841,0.723428,0.328544,0.265316,16.191059,211612124764438528,2,0.018144
587730773352579166,1.62205143,14.18235817,1.68453,0.838141,0.428753,0.337776,16.629635,211612124730884096,2,0.017801
587730773352579178,1.6401097,14.20459707,1.251593,0.791025,0.434238,0.295498,18.206614,211612124768632832,2,0.149557
587730773352775714,2.0484606,14.25287005,1.168806,0.414511,0.135588,0.048111,17.431404,211612124059795456,1,-8.59178E-5
587730773352841379,2.23641036,14.2903518,2.122427,0.949965,0.425721,0.360923,16.891983,211612124093349888,2,0.076269
587730773352317108,1.02271164,14.33109351,0.230715,0.1019,-8.411407E-3,0.110214,18.953564,211330580317470720,3,0.790887
587730773352775867,2.17316813,14.27463164,1.016163,0.316654,0.158978,0.150272,17.175531,211612124089155584,2,0.018752
587730773352841380,2.23631846,14.29741506,2.059988,0.937357,0.412619,0.363522,16.78364,211893600055721984,2,0.07722
587730773352841405,2.23812787,14.33015186,1.931067,0.998613,0.442273,0.375616,17.332783,211612124084961280,2,0.105146
587730773352317199,1.07167166,14.32182291,1.098015,0.747101,0.340027,0.300791,17.834417,211330580313276416,2,0.111115
587730773352841315,2.27086666,14.2080321,0.150347,0.052919,0.20306,-0.099443,19.090946,211612123862663168,3,1.51892
587730773352382555,1.16979337,14.23545379,1.290102,0.725971,0.402349,0.306255,17.530277,211612124907044864,2,0.092808
587730773352448144,1.37523607,14.26144178,1.64784,0.939024,0.487939,0.396908,17.301003,211612124911239168,2,0.10316
587730773352841410,2.25496538,14.34970651,1.419659,0.834249,0.426088,0.336,17.773569,211893600093470720,2,0.154247
587730773352972474,2.60621653,14.28973378,1.18424,0.524875,0.226399,0.154648,15.645941,211612123921383424,2,0.018252
587730773352775820,2.09648279,14.32253383,2.594107,1.252207,1.071875,0.683723,17.760332,211612124072378368,6,-2.35339E-4
587730773352972490,2.61543619,14.35666375,1.765074,0.968157,0.381264,0.290436,18.345789,211612124122710016,2,0.134833
587730773352906834,2.35992735,14.30795734,1.662615,0.89596,0.425087,0.361532,17.908239,211612123854274560,2,0.103707
587730773352906844,2.37899345,14.18614409,1.69256,1.188242,0.516003,0.434429,18.760845,211612123883634688,2,0.142961
587730773352906851,2.38711895,14.28963146,1.239597,0.583506,0.274797,0.176075,17.611898,211893600038944768,2,0.068474
587730773352906856,2.39190677,14.17637642,1.251431,0.650692,0.344347,0.264214,17.999989,211612123879440384,2,0.103391
587730773352906888,2.43913429,14.33420944,0.750069,0.295748,0.304184,0.042446,17.453806,211612123892023296,2,0.103572
587730773352906903,2.46046623,14.16725319,1.781042,0.198977,-0.166077,0.089636,18.830038,211612123912994816,4,3.15062
587730773352841350,2.19585157,14.27978573,1.621426,0.869514,0.375713,0.318361,18.23587,211612124097544192,2,0.104582
587730773352906916,2.4810989,14.17257795,1.865318,0.932371,0.268358,0.472984,18.301525,211893600059916288,2,0.077491
587730773352972404,2.51494056,14.3092028,1.667925,0.876644,0.398819,0.349138,17.936203,211893600076693504,2,0.082493
587730773888794851,0.13498872,14.5818336,1.596193,0.902447,0.409447,0.337435,18.092041,211612125175480320,2,0.091156
587730773888794865,0.14249936,14.61921837,1.743477,0.963291,0.490334,0.429567,17.931723,211330580749484032,2,0.094152
587730773888794640,0.03369699,14.54602996,1.133244,0.718029,0.433821,0.266947,18.016684,211330580896284672,2,0.105491
587730773888794734,0.15890581,14.62357284,1.657709,1.033628,0.498428,0.3661,17.995819,211330580799815680,2,0.147186
587730773888794751,0.01175513,14.71553473,0.895317,0.453562,0.343651,0.158533,18.224241,211330580879507456,2,0.062652
587730773888794784,0.05497524,14.59170804,1.869549,0.993227,0.396492,0.343105,18.391174,211330580845953024,2,0.091465
587730773888794804,0.06780781,14.73313088,1.173267,0.471472,0.389269,0.185989,17.450377,211330580871118848,2,0.091202
587730773888794808,0.07569187,14.52797004,2.061508,1.306749,0.497438,0.355818,18.42198,211330580883701760,2,0.197206
587730773888991409,0.61347607,14.55930603,1.788584,1.112822,0.446234,0.363821,18.36882,211330580464271360,2,0.143341
587730773888991429,0.62848666,14.61356144,1.387611,0.749062,0.437,0.26775,18.342365,211330580434911232,2,0.106664
587730773888794890,0.16119042,14.5967176,1.076025,0.572332,0.301638,0.211563,17.932444,211612125167091712,2,0.146368
587730773888991357,0.51452908,14.66723306,2.002678,1.22978,0.463568,0.376505,18.193193,211330580623654912,2,0.165361
587730773888991484,0.59431026,14.73127986,1.662386,1.270931,0.603073,0.414835,18.715208,211612124978348032,2,0.185789
587730773888925911,0.34959519,14.55371722,0.702042,0.419399,0.321789,0.11459,17.857683,211330580615266304,2,0.105477
587730773888991473,0.56636371,14.67180724,1.13592,0.55283,0.29826,0.097517,17.5478,211330580451688448,2,0.083386
587730773888860376,0.19361213,14.63695698,1.798162,0.989882,0.49658,0.383751,18.073086,211330580791427072,2,0.136787
587730773889056992,0.73864373,14.70409692,1.839174,1.161501,0.408001,0.352413,18.221014,211330580447494144,2,0.107484
587730773889122415,0.79152014,14.62341692,1.414976,0.76829,0.450953,0.321178,18.485004,211330580476854272,2,0.107597
587730773888860382,0.20234577,14.55242558,1.738808,0.897551,0.373919,0.323153,18.132311,211330580753678336,2,0.095473
587730773888860402,0.22522908,14.6716864,0.690315,0.31292,0.293926,0.065676,17.415394,211330580820787200,2,0.143589
587730773888860471,0.28765054,14.59176147,1.601126,0.829077,0.394541,0.299519,17.274445,211330580581711872,2,0.09143
587730773888860481,0.3150869,14.66666535,1.39537,0.673386,0.384362,0.221313,16.952198,211330580640432128,2,0.09662
587730773888860521,0.2443125,14.54462367,1.189375,0.58371,0.362297,0.164701,17.883459,211330580766261248,2,0.089684
587730773888925926,0.37225844,14.72646324,2.120087,0.905859,0.442329,0.385817,18.153078,211612125129342976,2,0.098054
587730773888925938,0.39667038,14.54354126,1.456562,0.782614,0.443623,0.324493,18.327604,211330580644626432,2,0.105387
587730773888925943,0.39833815,14.65938267,1.753382,0.872681,0.38295,0.311256,17.96056,211330580653015040,2,0.098119
587730773889187885,1.00260093,14.70372329,2.22123,0.783185,0.393405,0.268723,16.470829,211612124999319552,2,0.093081
587730773889187957,0.97399015,14.56722341,1.511927,0.800537,0.413348,0.289509,16.910007,211330580267139072,2,0.072263
587730773889187972,1.00851171,14.66811516,1.965115,1.242073,0.476156,0.388741,18.143091,211330580288110592,2,0.173773
587730773889188000,1.04709483,14.58775716,1.833208,1.117754,0.492109,0.389723,18.652943,211612125020291072,2,0.157953
587730773889188008,1.05517373,14.55125088,2.050362,1.126534,0.518234,0.387655,17.954508,211330580292304896,2,0.142688
587730773888860322,0.16683745,14.5521465,2.212062,0.987465,0.430264,0.286289,15.672648,211330580778844160,2,0.092259
587730773889253467,1.12430099,14.57769096,1.60465,0.855413,0.445374,0.362343,18.190449,211330580309082112,2,0.114906
587730773889253478,1.17092096,14.65832995,1.746403,0.936552,0.391891,0.355652,17.408096,211612125016096768,2,0.156551
587730773888860441,0.26499934,14.58018382,0.482861,0.109571,-0.181808,-0.172297,17.088104,211330580816592896,2,5.75255E-3
587730773889188020,1.07409115,14.58353411,1.699862,0.982531,0.446133,0.301029,18.200066,211330580283916288,2,0.157768
587730773889384632,1.45388708,14.56113758,1.227846,0.63027,0.344713,0.281097,17.557262,211612124844130304,2,0.041434
587730773889056868,0.73269643,14.67402804,2.472939,1.282283,0.526329,0.319592,16.728527,211330580468465664,6,-4.80662E-5
587730773889056951,0.65982462,14.64690265,1.512781,0.890772,0.478234,0.35098,16.996412,211330580460077056,2,0.093352
587730773889122444,0.83684794,14.6733081,1.917883,0.840364,0.381396,0.31312,16.862038,211330580455882752,2,0.041484
587730773889384609,1.42866136,14.58947731,1.706324,1.122889,0.437313,0.363537,18.595112,211612124814770176,2,0.143391
587730773889384611,1.42886534,14.6719408,1.447186,0.752489,0.407278,0.287261,17.438784,211612124810575872,2,0.079012
587730773889319032,1.26151725,14.73837687,1.835276,0.96015,0.405821,0.330219,17.843416,211612124823158784,2,0.111093
587730773889188042,1.09167278,14.65083089,2.056589,1.26725,0.552811,0.465225,18.153622,211330580304887808,2,0.164902
587730773889581185,1.89990887,14.7662327,2.089294,0.990654,0.416349,0.316402,18.469084,211612124588277760,2,0.11726
587730773889318977,1.33082664,14.73961166,0.254223,0.157011,2.42424E-3,0.135967,17.865665,211612124781215744,3,0.857741
587730773889319049,1.29152529,14.63658666,1.769676,1.094904,0.495384,0.33783,18.659781,211612124818964480,2,0.142689
587730773889319066,1.31875017,14.6085695,1.282722,0.456635,0.322845,0.177519,17.999819,211612124848324608,2,0.092217
587730773889515682,1.81868115,14.5757413,1.204172,0.612305,0.347513,0.237082,18.3032,211612124638609408,2,0.116598
587730773889515705,1.84097324,14.7513512,1.657417,1.061365,0.414516,0.342121,18.606344,211612124525363200,2,0.118075
587730773889581202,1.91842897,14.75185294,1.968769,1.046855,0.437194,0.35445,16.894514,211612124571500544,2,0.116069
587730773889581227,1.93575434,14.62076845,1.387424,0.938326,0.435804,0.327478,18.481148,211612124554723328,2,0.164648
587730773889581237,1.96069461,14.56406164,1.144659,0.749823,0.404772,0.304678,18.12508,211612124475031552,2,0.120762
587730773889319091,1.33591355,14.56975321,1.026243,0.464975,0.230936,0.147423,17.702053,211612124852518912,2,0.041543
587730773889581238,1.95948667,14.76108962,1.868019,1.063831,0.44726,0.365433,18.559172,211612124504391680,2,0.117608
587730773889843317,2.55819927,14.65601006,1.935915,1.076811,0.528883,0.442314,18.054129,211612124105932800,2,0.11203
587730773889777759,2.39591141,14.74185087,1.219841,0.529438,0.334711,0.188602,17.449636,211612124286287872,2,0.091556
587730773889450117,1.56746683,14.57737771,1.713745,0.998232,0.405073,0.361132,18.199583,211612124680552448,2,0.104654
587730773889908887,2.67832439,14.71115131,1.221659,0.549433,0.389944,0.253736,17.992617,211893599976030208,2,0.070867
587730773889908890,2.68401803,14.76975324,1.17087,0.596933,0.380489,0.194967,18.285,211612124147875840,2,0.134379
587730774425665700,5.31977E-3,15.07800831,2.539927,1.06979,0.374139,0.196822,17.172071,211612125125148672,1,-1.45542E-4
587730773889646752,2.13298948,14.59416,1.739006,1.030472,0.427137,0.327562,18.268864,211612124445671424,2,0.104404
587730773889843359,2.59236432,14.63264807,1.384197,0.737007,0.257421,0.171455,18.339828,211893599934087168,2,0.122417
587730774425665704,0.01074737,15.04120101,1.252798,0.730959,0.425884,0.282784,18.457039,211330582192324608,2,0.148168
587730774425665731,0.07039955,15.03558369,2.047508,1.088745,0.485186,0.357956,18.320763,211330582196518912,2,0.123624
587730773889712129,2.17795436,14.68571779,0.459305,0.186069,-7.844925E-3,0.1346,18.617624,211893600122830848,3,0.739335
587730773889843388,2.63895221,14.57337089,1.178928,0.470434,0.232504,0.159241,17.602642,211612124126904320,2,0.027669
587730773889777806,2.45917292,14.62041881,1.748215,0.810146,0.502436,0.232435,18.457937,211893600152190976,2,0.134458
587730774425665764,0.11446733,14.96248219,1.567734,0.799107,0.397768,0.286737,17.349823,211330582238461952,2,0.090772
587730773889712272,2.22279835,14.71821714,0.937143,0.288731,0.260334,0.080328,17.748819,211612124290482176,2,0.084935
587730773889712294,2.27116309,14.73329603,1.933058,1.228598,0.465645,0.349745,18.506676,211893600135413760,2,0.18211
587730773889777712,2.44355608,14.71962376,-0.143847,-0.464081,-0.355368,-0.345028,16.830265,211612124269510656,1,7.20066E-5
587730773889908866,2.64732854,14.77491941,1.640369,0.872993,0.458216,0.31884,17.46863,211893599959252992,2,0.120821
587730774425731300,0.22382959,15.11032966,0.250925,0.388605,0.14949,-0.037483,19.493116,211612125334863872,3,1.4115
587730774425731350,0.27673885,15.08796185,2.526966,1.276524,1.168935,0.68029,18.176916,211330582326542336,6,-2.1659E-5
587730774425796737,0.30997469,15.11715071,1.991999,0.943483,0.401167,0.331738,18.293169,211612125355835392,2,0.098077
587730774425796742,0.31959241,14.96361969,1.863981,0.954508,0.391333,0.311636,16.817957,211330582297182208,2,0.135465
587730774425862186,0.50344537,15.02562739,1.710729,0.793018,0.370608,0.299543,15.819295,211612124961570816,2,0.035765
587730774425862289,0.59658647,15.1164175,2.107746,0.992769,0.509772,0.372052,17.2833,211330582439788544,2,0.078605
587730774425862334,0.46839072,14.986849,1.471079,0.966156,0.457121,0.328247,18.21356,211612125120954368,2,0.148018
587730774425862374,0.51632016,15.05513736,1.401773,0.770954,0.447313,0.342037,17.113209,211330582460760064,2,0.09472
587730774425862417,0.55699611,14.97604847,1.96504,1.109402,0.419737,0.332415,17.920908,211330582485925888,2,0.16222
587730774425862442,0.58624286,15.099706,0.646954,0.432911,0.316126,-1.468658E-4,18.571375,211330582473342976,2,0.174755
587730774425927738,0.66069821,15.06326488,1.744486,1.032032,0.449791,0.395027,17.962868,211330582628532224,2,0.119229
587730774425927834,0.65194721,14.97488285,1.268509,0.687811,0.43186,0.283466,17.850061,211330582645309440,2,0.113883
587730774425796793,0.39149779,15.08157289,1.065703,0.393439,0.198118,0.092374,15.261247,211330582490120192,2,0.021229
587730774425993368,0.87430379,15.11903071,1.731642,0.966925,0.434238,0.36574,17.638563,211330582653698048,2,0.132682
587730774425731324,0.25006901,15.06464765,1.286818,0.78014,0.421761,0.27034,18.334105,211612125133537280,2,0.155657
587730774425993387,0.89401931,15.16392027,1.074835,0.667099,0.382389,0.219803,17.258947,211612125523607552,2,0.094043
587730774425993339,0.80368997,15.01583008,1.747396,1.078352,0.46932,0.373793,18.435316,211612125007708160,2,0.148721
587730774425796768,0.35249601,14.9695036,1.30525,0.799303,0.396753,0.276836,18.206545,211330582305570816,2,0.144593
587730774425993309,0.92083856,15.14005482,1.293541,0.432695,0.275129,0.060108,17.421988,211330582817275904,2,0.091088
587730774426386580,1.73173157,15.15490793,0.292747,0.102318,0.144485,-1.239777E-3,19.299755,211612125976592384,3,1.40237
587730774425993324,0.7774076,14.98434595,1.138268,0.797203,0.393435,0.207504,18.213356,211330582657892352,2,0.1557
587730774426517626,2.02294287,15.0563115,1.502741,0.798851,0.431499,0.31698,17.895687,211612124500197376,2,0.067955
587730774426517643,2.06116007,15.13136413,1.020779,0.443356,0.255459,0.169359,16.542637,211612126354079744,2,0.037201
587730774426058874,0.94976271,15.17213162,1.901175,0.859888,0.458113,0.324232,18.189152,211330582829858816,2,0.148142
587730774426517654,2.08656091,15.15606735,1.098587,0.699982,0.336628,0.278985,16.980942,211893600290603008,2,0.039459
587730774426124294,1.08777802,15.16247609,1.702688,0.914673,0.366842,0.299236,18.058325,211330582825664512,2,0.119474
587730774426452257,1.99053621,15.1033994,1.784805,1.007004,0.418694,0.357094,17.113462,211612124483420160,2,0.132077
587730774426124516,1.13022404,15.12220966,1.429277,0.916464,0.449495,0.301786,17.751963,211330582834053120,2,0.14688
587730774426255515,1.51442764,15.05513282,1.554348,0.807253,0.403063,0.301493,18.461718,211612124646998016,2,0.105353
587730774426321142,1.57255565,15.14630878,0.963867,0.352232,0.146311,-0.041677,17.808838,211612125938843648,2,0.040659
587730774426452008,1.89528627,15.11624674,1.326559,0.664686,0.401197,0.041195,17.919535,211612126161141760,2,0.114859
587730774426452108,1.99752268,15.1396323,-0.062477,0.015575,0.344589,0.201775,19.17992,211612126182113280,3,1.96398
587730774426452210,1.92775236,15.18687732,1.794065,0.827224,0.429803,0.330633,16.078438,211612126156947456,2,0.044532
587730774426452217,1.93381884,15.17037669,1.103605,0.375271,0.218725,0.084532,17.311419,211612126186307584,2,0.045049
587730774426452252,1.98397906,15.17600019,1.771595,0.944887,0.403622,0.306086,18.391275,211612126169530368,2,0.113514
587730774426583149,2.17312444,15.18318026,1.332256,0.87075,0.415681,0.305482,16.987417,211893600278020096,2,0.12897
587730774426583209,2.25925448,15.12656983,1.344515,0.688147,0.327425,0.205954,17.605949,211612126341496832,2,0.037131
587730774962536596,5.76878E-3,15.50979709,1.872068,1.216032,0.486762,0.321648,17.698112,211330582200713216,2,0.175007
587730774426517560,2.06022579,15.16303283,0.321381,0.274378,-0.13167,-0.088764,19.031097,211893600315768832,3,1.03144
587730774426190036,1.31813555,15.10625764,2.051868,1.161638,0.497932,0.410485,17.857246,211612124793798656,2,0.146321
587730774426190046,1.32206288,15.14873955,1.76359,0.938629,0.477673,0.359645,17.534014,211612125674602496,2,0.070339
587730774426583194,2.22975625,15.14158347,1.066509,0.689901,0.343594,0.220476,17.979843,211612126337302528,2,0.12457
587730774962536536,0.07346366,15.43138003,2.293283,1.173756,0.514126,0.381055,17.885303,211330582204907520,2,0.153127
587730774962602106,0.29999366,15.47842743,1.015631,0.348396,0.364343,0.097267,16.677479,211330582263627776,2,0.067924
587730774426648719,2.32617543,15.03887802,1.435583,0.665787,0.334377,0.239014,18.196012,211612124315648000,2,0.124598
587730774426648725,2.32917411,14.99355058,1.809088,0.893171,0.400143,0.327627,18.479532,211612124349202432,2,0.079622
587730774426648761,2.36931704,15.05764933,2.008333,0.930613,0.41412,0.363329,18.399952,211612124328230912,2,0.113282
587730774426648771,2.38097106,15.07550991,1.652596,0.776344,0.307171,0.316618,17.994997,211893600496123904,2,0.092304
587730774426648802,2.44995515,15.00461416,1.308609,0.70064,0.364706,0.311136,17.477259,211612124319842304,2,0.113638
587730774426714113,2.48179466,15.17298199,0.166016,-0.09193,-0.177362,0.145166,19.200756,211893600475152384,3,0.726733
587730774426714204,2.48654068,15.08617071,1.154966,0.44632,0.244337,0.207176,17.137436,211893600483540992,2,0.044989
587730774962602133,0.17057984,15.38765372,1.592838,1.008154,0.395058,0.329762,18.605335,211330582284599296,2,0.118113
587730774962602170,0.22356069,15.56410212,1.651991,1.089655,0.4424,0.251053,18.677298,211330582272016384,2,0.151183
587730774426714288,2.59074451,15.07260148,1.930655,1.063686,0.425089,0.394588,18.594002,211612124143681536,2,0.129581
587730774426779664,2.66777375,15.08304379,0.969666,0.326666,0.227888,0.18115,17.109985,211893600429015040,2,0.03737
587730774426779692,2.68730943,15.07411984,0.974325,0.338398,0.11499,0.034224,17.262527,211612124181430272,1,-3.63375E-4
587730774426779757,2.63587973,15.06415739,2.071524,0.611843,0.249954,0.146038,18.512907,211612124152070144,1,-1.18767E-4
587730774962602177,0.24150527,15.39340056,1.923428,1.008345,0.445112,0.337729,18.748495,211330582259433472,2,0.153788
587730774426779768,2.64978677,15.04861356,0.929628,0.403267,0.260223,0.174589,17.482256,211612124168847360,2,0.079978
587730774426779771,2.65152572,15.08504082,1.095152,0.506762,0.331287,0.149763,17.799746,211893600487735296,2,0.135118
587730774426779780,2.66317276,15.10424472,1.949471,1.023163,0.4177,0.347098,17.092388,211893600424820736,2,0.118201
587730774426779806,2.67670077,15.01758431,1.255089,0.636395,0.323969,0.233974,17.566769,211612124164653056,2,0.112629
587730774426779808,2.67988378,15.03833554,2.128252,0.912729,0.420628,0.122458,17.237747,211893600500318208,2,0.118098
587730774962536636,0.03758897,15.43733045,1.791622,1.132755,0.50581,0.304817,18.739698,211330582188130304,2,0.172679
587730774962602125,0.16136151,15.40758124,1.374203,0.923244,0.462631,0.321049,18.163658,211612125322280960,2,0.151734
587730774962602216,0.28228926,15.4694855,1.954063,1.037382,0.44698,0.349674,17.091087,211330582267822080,2,0.119326
587730774962667677,0.41427896,15.44004158,0.082642,0.250406,0.312458,-0.083006,18.569242,211330582418817024,3,1.78916
587730774962667790,0.36732466,15.37550633,1.731443,1.040678,0.442892,0.340889,17.890093,211612125343252480,2,0.151067
587730774962602228,0.29237686,15.45426485,1.931839,1.04096,0.422224,0.341816,18.527061,211330582309765120,2,0.120447
587730774962667752,0.31040684,15.42618167,1.734797,0.965269,0.481899,0.394932,18.578339,211330582251044864,2,0.119896
587730774962667763,0.32846226,15.46749102,1.928576,1.04018,0.427868,0.364285,17.653683,211330582288793600,2,0.119369
587730774962667779,0.3459833,15.55116574,2.146713,1.027948,0.414467,0.314947,18.264578,211330582276210688,2,0.121495
587730774962667849,0.45653523,15.41077774,1.857584,1.034805,0.49206,0.405209,18.230478,211330582452371456,2,0.119756
587730774962733280,0.49344242,15.50405774,2.03499,1.125154,0.489649,0.380308,18.529327,211330582435594240,2,0.132275
587730774962733311,0.53460656,15.44964024,0.993519,0.414663,0.341166,0.142025,17.473139,211330582423011328,2,0.087306
587730774962733379,0.60810307,15.50379917,1.419115,0.763422,0.415958,0.192645,17.263264,211330582632726528,2,0.180483
